Source,Target,Type,ID,Label,Weight
1,27,Undirected,781,,0.720363005
2,27,Undirected,782,,0.86237924
3,27,Undirected,783,,0.838132505
4,27,Undirected,784,,0.604252404
5,27,Undirected,785,,0.834601307
6,27,Undirected,786,,0.958315413
7,27,Undirected,787,,0.848227874
8,27,Undirected,788,,0.96123016
9,27,Undirected,789,,0.491837102
10,27,Undirected,790,,0.609873177
11,27,Undirected,791,,0.651048691
12,27,Undirected,792,,0.756365349
13,27,Undirected,793,,0.400831964
14,27,Undirected,794,,0.463335428
15,27,Undirected,795,,0.363610915
16,27,Undirected,796,,0.822032045
17,27,Undirected,797,,0.923661402
18,27,Undirected,798,,0.771465683
19,27,Undirected,799,,0.874246878
20,27,Undirected,800,,0.65101556
21,27,Undirected,801,,0.86733998
22,27,Undirected,802,,0.934808388
23,27,Undirected,803,,0.803647129
24,27,Undirected,804,,0.687440089
25,27,Undirected,805,,0.809268091
26,27,Undirected,806,,0.764123957
27,27,Undirected,807,,1
28,27,Undirected,808,,0.643859276
29,27,Undirected,809,,0.782720338
30,27,Undirected,810,,0.634901595
1,28,Undirected,811,,0.36714421
2,28,Undirected,812,,0.506393316
3,28,Undirected,813,,0.484214745
4,28,Undirected,814,,0.249616942
5,28,Undirected,815,,0.493351547
6,28,Undirected,816,,0.680304075
7,28,Undirected,817,,0.795511302
8,28,Undirected,818,,0.639569912
9,28,Undirected,819,,0.137690608
10,28,Undirected,820,,0.253866951
11,28,Undirected,821,,0.295545778
12,28,Undirected,822,,0.401285796
13,28,Undirected,823,,0.048167459
14,28,Undirected,824,,0.113053897
15,28,Undirected,825,,0.009027359
16,28,Undirected,826,,0.821796668
17,28,Undirected,827,,0.607242816
18,28,Undirected,828,,0.42543591
19,28,Undirected,829,,0.527375406
20,28,Undirected,830,,0.303137133
21,28,Undirected,831,,0.762086286
22,28,Undirected,832,,0.626169975
23,28,Undirected,833,,0.836265499
24,28,Undirected,834,,0.955128753
25,28,Undirected,835,,0.829663195
26,28,Undirected,836,,0.869563602
27,28,Undirected,837,,0.643859276
28,28,Undirected,838,,1
29,28,Undirected,839,,0.848450709
30,28,Undirected,840,,0.99094636
1,29,Undirected,841,,0.51341642
2,29,Undirected,842,,0.646243925
3,29,Undirected,843,,0.62894774
4,29,Undirected,844,,0.395307354
5,29,Undirected,845,,0.642322187
6,29,Undirected,846,,0.812821788
7,29,Undirected,847,,0.920956988
8,29,Undirected,848,,0.769155757
9,29,Undirected,849,,0.284200828
10,29,Undirected,850,,0.397182299
11,29,Undirected,851,,0.439928553
12,29,Undirected,852,,0.539631603
13,29,Undirected,853,,0.195929798
14,29,Undirected,854,,0.261800033
15,29,Undirected,855,,0.155405979
16,29,Undirected,856,,0.939904969
17,29,Undirected,857,,0.756492815
18,29,Undirected,858,,0.574114415
19,29,Undirected,859,,0.674475431
20,29,Undirected,860,,0.452075703
21,29,Undirected,861,,0.911184288
22,29,Undirected,862,,0.775094491
23,29,Undirected,863,,0.972894879
24,29,Undirected,864,,0.884578473
25,29,Undirected,865,,0.919622358
26,29,Undirected,866,,0.909646357
27,29,Undirected,867,,0.782720338
28,29,Undirected,868,,0.848450709
29,29,Undirected,869,,1
30,29,Undirected,870,,0.839526117
1,30,Undirected,871,,0.358110189
2,30,Undirected,872,,0.497455807
3,30,Undirected,873,,0.475195583
4,30,Undirected,874,,0.240595393
5,30,Undirected,875,,0.484304855
6,30,Undirected,876,,0.671435322
7,30,Undirected,877,,0.786574027
8,30,Undirected,878,,0.630797361
9,30,Undirected,879,,0.128659255
10,30,Undirected,880,,0.244886642
11,30,Undirected,881,,0.286542412
12,30,Undirected,882,,0.39240293
13,30,Undirected,883,,0.039123877
14,30,Undirected,884,,0.104005348
15,30,Undirected,885,,0
16,30,Undirected,886,,0.812853135
17,30,Undirected,887,,0.598198964
18,30,Undirected,888,,0.416386174
19,30,Undirected,889,,0.5183285
20,30,Undirected,890,,0.29408795
21,30,Undirected,891,,0.753053998
22,30,Undirected,892,,0.617123543
23,30,Undirected,893,,0.827217005
24,30,Undirected,894,,0.946586221
25,30,Undirected,895,,0.821048647
26,30,Undirected,896,,0.861409868
27,30,Undirected,897,,0.634901595
28,30,Undirected,898,,0.99094636
29,30,Undirected,899,,0.839526117
30,30,Undirected,900,,1
